OrderDetailID,OrderID,ProductID,Quantity,TotalAmount
1023,976,159,2,7841.56
1024,96,451,6,15927.78
1025,1874,493,4,8394.28
1026,253,300,4,16346.72
1027,446,307,5,10873.9
1028,1433,372,2,505.06
1029,2948,15,2,8686.14
1030,1845,411,8,31780.96
1031,1943,18,9,665.1
1032,1254,21,3,8647.23
1033,2049,374,2,3381.74
1034,1311,125,6,24577.98
1035,233,408,6,23742.9
1036,1413,310,8,3660.48
1037,570,444,7,2761.71
1038,2897,462,5,4527.35
1039,2887,342,1,2684.46
1040,2922,270,8,12919.52
1041,2839,352,10,36044.4
1042,758,301,4,18977.36
1043,1118,399,8,39799.44
1044,1558,426,8,21911.84
1045,1729,79,5,3969.0
1046,1178,285,7,26615.19
1047,2017,49,6,6024.72
1048,2245,102,8,7813.2
1049,2897,104,4,15813.68
1050,621,184,8,29264.0
1051,2832,87,2,1325.72
1052,2469,463,1,468.98
1053,970,349,8,25656.16
1054,1254,311,4,2769.56
1055,1527,229,6,22928.16
1056,1149,447,5,1129.75
1057,1103,46,10,30867.1
1058,1696,214,1,881.3
1059,2085,39,9,11673.18
1060,587,189,2,3995.26
1061,2723,391,1,4532.68
1062,1962,10,4,13596.68
1063,2577,484,7,6624.38
1064,840,291,3,6720.81
1065,354,221,10,9264.6
1066,834,371,5,10449.65
1067,531,383,9,18250.11
1068,1084,497,8,9952.4
1069,2238,113,7,26168.87
1070,1834,157,5,3109.2
1071,2848,50,5,12940.0
1072,2752,385,2,7325.74
1073,2126,487,3,7635.39
1074,469,118,9,43185.42
1075,1745,316,4,18780.96
1076,132,405,4,10984.8
1077,2309,412,4,5307.44
1078,49,110,6,24309.9
1079,375,431,1,365.71
1080,832,126,3,5457.75
1081,686,2,3,8326.56
1082,96,77,3,10558.59
1083,2456,335,10,24486.9
1084,2564,181,5,14676.1
1085,1930,357,8,6683.12
1086,2563,225,6,6540.54
1087,529,176,3,1599.48
1088,2773,291,3,6720.81
1089,273,275,8,13301.76
1090,2483,108,10,1626.5
1091,969,377,8,9130.8
1092,350,227,10,17038.4
1093,1530,9,5,22749.95
1094,1501,29,1,2457.33
1095,2129,158,7,27114.78
1096,2708,371,9,18809.37
1097,563,107,7,28061.81
1098,1181,34,7,17773.07
1099,1950,419,9,2268.27
1100,1350,140,3,4248.78
1101,507,177,3,658.86
1102,1616,359,9,35791.02
1103,1879,403,6,5784.54
1104,76,487,5,12725.65
1105,1540,369,9,39040.83
1106,2033,140,10,14162.6
1107,521,384,7,13900.81
1108,2701,306,1,4293.1
1109,2050,451,5,13273.15
1110,760,415,5,2509.7
1111,2872,9,3,13649.97
1112,2500,44,2,514.26
1113,1280,290,10,34889.0
1114,1615,439,5,7487.7
1115,1497,212,7,15752.45
1116,428,300,1,4086.68
1117,388,158,1,3873.54
1118,2253,442,10,24982.1
1119,840,279,8,38109.04
1120,1696,102,2,1953.3
1121,957,293,6,7400.16
1122,1521,175,10,43409.2
1123,2316,145,6,13544.94
1124,880,106,8,23673.68
1125,1030,321,6,11633.04
1126,2859,104,2,7906.84
1127,530,97,1,1126.89
1128,2251,263,4,16766.16
1129,648,275,6,9976.32
1130,1363,167,4,13402.96
1131,232,336,8,10678.08
1132,1227,299,9,20883.6
1133,993,159,7,27445.46
1134,2031,149,6,23553.9
1135,232,496,9,18862.11
1136,2544,476,4,2137.4
1137,1444,459,2,7805.64
1138,1250,283,8,30715.76
1139,2516,148,9,30409.92
1140,1587,205,1,996.94
1141,1398,299,7,16242.8
1142,2526,316,2,9390.48
1143,502,446,6,29232.9
1144,684,417,7,18303.25
1145,2717,295,8,10236.48
1146,385,76,1,3410.45
1147,1210,49,6,6024.72
1148,992,301,9,42699.06
1149,2300,379,6,4456.08
1150,30,216,4,13881.28
1151,617,480,1,309.82
1152,1703,38,3,5957.61
1153,951,162,5,22504.0
1154,887,395,5,19482.7
1155,2374,136,5,9125.7
1156,194,447,1,225.95
1157,2426,1,3,13690.98
1158,2290,465,10,32382.0
1159,507,94,10,32564.2
1160,2487,193,8,30190.64
1161,2415,363,10,1540.6
1162,323,416,3,12853.83
1163,1702,100,1,4272.68
1164,2428,448,5,6208.7
1165,2268,395,9,35068.86
1166,1989,499,2,260.84
1167,2193,430,9,17550.81
1168,442,102,7,6836.55
1169,2631,263,2,8383.08
1170,587,483,1,4988.72
1171,1505,64,3,13598.97
1172,2867,386,7,6868.61
1173,711,493,6,12591.42
1174,2928,83,1,914.53
1175,1487,321,4,7755.36
1176,2411,475,7,9241.33
1177,238,124,10,42086.8
1178,118,35,1,4801.75
1179,1049,90,4,550.8
1180,113,183,2,6652.38
1181,2612,412,4,5307.44
1182,2193,415,8,4015.52
1183,1402,41,5,14285.05
1184,681,62,4,9196.92
1185,2494,434,8,36884.4
1186,2180,295,2,2559.12
1187,1816,232,4,15958.96
1188,1726,342,10,26844.6
1189,184,250,5,7624.65
1190,1778,17,8,4211.68
1191,1271,66,10,19690.7
1192,182,334,2,702.74
1193,376,1,4,18254.64
1194,331,103,1,927.76
1195,1169,344,2,8739.66
1196,1011,301,5,23721.7
1197,2376,312,1,2086.3
1198,129,481,7,6189.05
1199,2963,241,8,31527.92
1200,1553,283,5,19197.35
1201,2916,195,2,2675.46
1202,1936,36,8,16776.48
1203,1806,480,10,3098.2
1204,1823,313,7,24431.89
1205,1574,257,9,7379.73
1206,2584,333,9,19550.61
1207,1103,428,2,3516.16
1208,103,167,4,13402.96
1209,2636,195,10,13377.3
1210,130,282,5,8682.7
1211,1258,49,9,9037.08
1212,1000,136,4,7300.56
1213,117,197,6,23792.76
1214,381,168,5,16256.0
1215,429,486,6,27643.62
1216,1489,433,3,5581.74
1217,195,427,4,7318.72
1218,373,392,7,13376.58
1219,231,309,6,17570.34
1220,744,271,3,7464.15
1221,500,3,6,16332.24
1222,2742,254,1,2595.52
1223,910,78,10,3994.7
1224,2891,161,7,34514.97
1225,358,29,7,17201.31
1226,1651,300,8,32693.44
1227,146,303,7,24299.8
1228,823,277,2,6044.96
1229,2648,459,2,7805.64
1230,2229,151,8,26843.6
1231,2526,208,2,8209.86
1232,1669,238,10,25465.3
1233,544,8,5,13544.85
1234,2642,223,3,9588.33
1235,2850,286,2,8551.12
1236,1279,112,3,312.6
1237,1488,105,3,2122.47
1238,2822,205,9,8972.46
1239,1551,67,4,15207.88
1240,2177,111,4,6403.84
1241,708,398,10,32207.8
1242,298,202,5,23623.4
1243,2810,341,5,15194.1
1244,141,217,2,4538.68
1245,431,175,1,4340.92
1246,1552,312,4,8345.2
1247,2049,432,5,24828.25
1248,581,44,1,257.13
1249,2504,202,9,42522.12
1250,2019,397,9,11763.36
1251,1299,23,7,7598.71
1252,1662,392,10,19109.4
1253,559,393,9,10867.14
1254,1506,22,6,27409.74
1255,284,153,6,6195.6
1256,86,231,3,3054.06
1257,1076,33,10,33581.4
1258,2577,63,5,2501.25
1259,2524,55,5,8620.65
1260,1145,322,4,11412.0
1261,2411,5,1,1659.45
1262,744,483,8,39909.76
1263,2368,275,8,13301.76
1264,342,362,6,11625.0
1265,2320,418,5,23795.45
1266,620,51,9,3997.89
1267,1761,403,8,7712.72
1268,791,256,4,19531.4
1269,1458,21,3,8647.23
1270,2046,226,4,14390.92
1271,1348,334,2,702.74
1272,366,339,8,23399.36
1273,1426,250,6,9149.58
1274,242,10,10,33991.7
1275,1853,261,5,19087.05
1276,2251,159,5,19603.9
1277,222,152,9,30328.38
1278,2028,278,10,41016.6
1279,2925,262,8,6313.6
1280,2236,175,3,13022.76
1281,1243,359,4,15907.12
1282,2070,279,8,38109.04
1283,2301,181,10,29352.2
1284,1360,57,8,19083.92
1285,2058,131,9,41981.58
1286,1739,460,10,33527.6
1287,1219,150,10,10584.6
1288,1719,370,9,3855.42
1289,95,414,4,6895.52
1290,1172,376,4,5434.64
1291,1717,389,2,3913.98
1292,2683,495,4,9598.84
1293,2768,44,4,1028.52
1294,2449,292,9,18808.29
1295,2963,219,8,23488.4
1296,1029,370,5,2141.9
1297,2844,417,4,10459.0
1298,710,101,3,9989.04
1299,1670,120,6,8046.54
1300,1064,291,8,17922.16
1301,1229,245,10,40285.5
1302,1460,84,1,4236.47
1303,489,172,8,33371.44
1304,1821,261,4,15269.64
1305,2538,409,1,453.03
1306,1404,50,10,25880.0
1307,2258,13,3,3094.35
1308,2015,198,9,2966.85
1309,2508,424,4,14493.16
1310,2277,300,3,12260.04
1311,2492,235,2,1447.5
1312,1336,334,6,2108.22
1313,393,19,7,3109.96
1314,1205,342,7,18791.22
1315,1102,257,3,2459.91
1316,2647,119,1,2870.97
1317,2755,375,1,2228.55
1318,2633,168,2,6502.4
1319,2498,49,10,10041.2
1320,2202,387,2,4188.46
1321,1632,153,7,7228.2
1322,2332,343,8,34287.12
1323,623,109,9,33786.0
1324,1199,401,8,27760.88
1325,1917,458,7,1926.47
1326,1235,362,7,13562.5
1327,1057,295,6,7677.36
1328,2449,36,4,8388.24
1329,1347,424,10,36232.9
1330,223,29,5,12286.65
1331,1959,254,4,10382.08
1332,785,403,4,3856.36
1333,1789,89,5,21290.3
1334,2106,202,1,4724.68
1335,2166,296,7,30576.84
1336,106,152,10,33698.2
1337,637,114,10,44969.4
1338,871,121,3,160.5
1339,2144,139,6,2433.9
1340,1877,192,5,2579.15
1341,1255,422,9,39634.92
1342,1734,237,7,25005.54
1343,1766,169,9,38755.8
1344,523,422,8,35231.04
1345,1751,461,8,15060.4
1346,729,398,4,12883.12
1347,2814,449,9,14176.98
1348,2503,349,1,3207.02
1349,175,268,10,47824.3
1350,2699,365,4,19797.8
1351,1332,281,5,14676.5
1352,6,372,3,757.59
1353,515,278,6,24609.96
1354,284,338,4,15361.0
1355,941,101,6,19978.08
1356,396,404,2,321.66
1357,1423,93,3,8142.12
1358,2797,126,6,10915.5
1359,2481,70,7,18314.73
1360,1201,140,4,5665.04
1361,405,471,4,15384.76
1362,1200,85,2,9058.72
1363,1180,342,1,2684.46
1364,552,309,2,5856.78
1365,1162,43,10,18419.3
1366,2028,338,8,30722.0
1367,2267,164,3,12165.48
1368,2627,52,10,34520.5
1369,2387,393,8,9659.68
1370,1039,9,10,45499.9
1371,2938,495,8,19197.68
1372,1865,347,8,39494.8
1373,909,416,4,17138.44
1374,712,202,8,37797.44
1375,1723,216,4,13881.28
1376,1251,348,9,14382.72
1377,1156,234,10,1681.4
1378,1994,70,1,2616.39
1379,1011,308,8,29790.24
1380,1545,325,9,38209.05
1381,339,46,7,21606.97
1382,2760,467,6,2634.0
1383,296,394,2,155.88
1384,1564,399,5,24874.65
1385,1007,445,5,9810.05
1386,1636,93,5,13570.2
1387,578,109,3,11262.0
1388,737,447,10,2259.5
1389,2443,353,9,5124.15
1390,1385,214,2,1762.6
1391,2421,1,6,27381.96
1392,1543,101,5,16648.4
1393,2605,221,7,6485.22
1394,623,21,7,20176.87
1395,2310,248,3,12911.1
1396,284,147,10,5663.6
1397,2506,37,1,2098.41
1398,669,296,7,30576.84
1399,2067,347,2,9873.7
1400,2288,23,8,8684.24
1401,1093,137,4,8195.2
1402,1233,306,2,8586.2
1403,2021,100,2,8545.36
1404,2469,442,5,12491.05
1405,1601,345,8,28664.48
1406,1914,227,7,11926.88
1407,1251,452,5,5271.35
1408,438,385,8,29302.96
1409,1729,224,6,4486.08
1410,2475,185,7,32482.31
1411,1014,492,1,2144.67
1412,1476,101,3,9989.04
1413,1099,240,4,1754.8
1414,424,314,8,36793.6
1415,2247,248,2,8607.4
1416,2476,221,2,1852.92
1417,2595,292,2,4179.62
1418,2538,164,10,40551.6
1419,2357,4,7,29197.63
1420,2847,132,2,1869.3
1421,2709,165,8,4078.24
1422,319,239,1,4396.12
1423,2342,384,3,5957.49
1424,178,66,8,15752.56
1425,1892,214,5,4406.5
1426,1656,474,1,4939.85
1427,2725,418,5,23795.45
1428,2050,351,4,14603.8
1429,678,359,1,3976.78
1430,973,354,7,7063.28
1431,2892,217,3,6808.02
1432,982,138,4,18567.0
1433,1148,300,1,4086.68
1434,1938,235,2,1447.5
1435,1998,14,4,8739.56
1436,1842,97,1,1126.89
1437,1693,195,8,10701.84
1438,574,181,9,26416.98
1439,2420,463,1,468.98
1440,817,187,6,28565.88
1441,2956,58,1,4427.74
1442,129,251,1,3274.08
1443,495,127,6,6324.42
1444,778,385,9,32965.83
1445,1625,232,9,35907.66
1446,1639,391,7,31728.76
1447,1427,311,2,1384.78
1448,2415,115,8,17904.24
1449,1149,109,7,26278.0
1450,1080,133,10,23387.5
1451,1416,105,4,2829.96
1452,2965,174,1,2548.14
1453,1249,349,3,9621.06
1454,383,65,7,8521.87
1455,1121,50,5,12940.0
1456,2217,167,8,26805.92
1457,1599,253,1,3955.04
1458,1905,430,7,13650.63
1459,2391,45,6,20428.26
1460,110,384,5,9929.15
1461,2762,34,2,5078.02
1462,1777,211,5,22794.3
1463,2564,490,6,28744.08
1464,1801,425,4,12621.2
1465,30,332,3,2158.17
1466,1259,160,1,722.84
1467,1285,455,4,13371.6
1468,927,162,9,40507.2
1469,2161,430,4,7800.36
1470,1200,476,3,1603.05
1471,795,205,1,996.94
1472,2777,53,9,24196.23
1473,286,72,5,7497.9
1474,125,369,2,8675.74
1475,832,90,4,550.8
1476,2838,253,3,11865.12
1477,39,188,4,15199.12
1478,2282,494,6,5291.4
1479,1520,375,1,2228.55
1480,1193,489,3,3426.69
1481,332,209,2,4920.88
1482,1439,385,10,36628.7
1483,2252,398,7,22545.46
1484,942,319,4,19301.92
1485,1165,86,6,25374.12
1486,2189,412,7,9288.02
1487,774,384,7,13900.81
1488,167,177,10,2196.2
1489,2908,456,4,1780.4
1490,2211,417,6,15688.5
1491,1156,364,8,864.32
1492,2750,113,3,11215.23
1493,916,481,2,1768.3
1494,2319,105,8,5659.92
1495,661,132,9,8411.85
1496,1154,152,4,13479.28
1497,2284,390,9,23402.52
1498,137,498,1,4378.76
1499,1738,450,3,2441.67
1500,1089,175,10,43409.2
1501,2636,163,6,25899.36
1502,989,184,6,21948.0
1503,867,15,2,8686.14
1504,1759,195,8,10701.84
1505,795,132,8,7477.2
1506,832,419,1,252.03
1507,1176,388,5,12808.95
1508,2202,379,5,3713.4
1509,2730,358,1,3629.68
1510,2495,416,10,42846.1
1511,868,111,8,12807.68
1512,1305,232,9,35907.66
1513,498,152,5,16849.1
1514,43,88,6,29514.24
1515,544,392,9,17198.46
1516,2776,11,2,2363.96
1517,1575,483,4,19954.88
1518,1931,468,10,9613.6
1519,2068,59,5,5657.95
1520,74,310,2,915.12
1521,1004,451,1,2654.63
1522,892,78,6,2396.82
1523,1713,26,6,8001.96
1524,673,264,7,29996.47
1525,2263,103,1,927.76
1526,2199,417,2,5229.5
1527,395,40,9,13844.52
1528,2073,489,2,2284.46
1529,1144,237,3,10716.66
1530,2601,193,8,30190.64
1531,1459,301,8,37954.72
1532,1917,312,5,10431.5
1533,593,143,10,7114.7
1534,2653,397,1,1307.04
1535,1932,59,4,4526.36
1536,2971,434,9,41494.95
1537,1934,401,8,27760.88
1538,1964,463,2,937.96
1539,1283,360,3,12530.64
1540,395,387,5,10471.15
1541,1165,84,5,21182.35
1542,2471,5,5,8297.25
1543,2441,35,10,48017.5
1544,1824,287,2,1581.64
1545,2587,357,4,3341.56
1546,2536,316,4,18780.96
1547,467,399,10,49749.3
1548,1600,18,6,443.4
1549,2409,326,8,16140.16
1550,1462,20,1,3850.59
1551,1094,436,6,3792.84
1552,199,31,6,4656.54
1553,2164,105,4,2829.96
1554,258,76,3,10231.35
1555,2490,392,2,3821.88
1556,2208,470,10,47980.4
1557,2447,217,4,9077.36
1558,51,307,6,13048.68
1559,236,409,3,1359.09
1560,1547,8,8,21671.76
1561,160,449,5,7876.1
1562,753,312,4,8345.2
1563,1796,115,10,22380.3
1564,511,27,4,17494.24
1565,2529,256,4,19531.4
1566,198,3,3,8166.12
1567,1415,479,2,909.16
1568,2400,60,2,1295.16
1569,192,405,7,19223.4
1570,1879,111,8,12807.68
1571,734,153,8,8260.8
1572,2815,491,3,574.56
1573,61,223,10,31961.1
1574,2347,112,6,625.2
1575,1132,12,2,2816.56
1576,1727,177,3,658.86
1577,1161,38,10,19858.7
1578,2343,54,2,4515.18
1579,1387,425,5,15776.5
1580,804,370,1,428.38
1581,2141,437,9,22210.65
1582,768,205,8,7975.52
1583,1888,323,3,4070.07
1584,1709,171,6,12293.28
1585,2149,316,7,32866.68
1586,174,179,9,22921.02
1587,2983,229,6,22928.16
1588,1074,38,8,15886.96
1589,1520,343,4,17143.56
1590,2723,173,9,44659.53
1591,188,206,1,3792.33
1592,2132,353,4,2277.4
1593,1539,451,5,13273.15
1594,1476,160,6,4337.04
1595,961,137,5,10244.0
1596,1034,322,3,8559.0
1597,733,435,10,18846.1
1598,776,397,4,5228.16
1599,1489,61,5,10597.4
1600,2294,371,9,18809.37
1601,1661,111,5,8004.8
1602,1146,178,2,8385.92
1603,2240,246,10,45421.2
1604,1171,75,3,1441.56
1605,2888,254,2,5191.04
1606,2824,212,5,11251.75
1607,1277,46,2,6173.42
1608,1261,382,10,22362.7
1609,1271,85,1,4529.36
1610,151,498,8,35030.08
1611,690,494,9,7937.1
1612,423,178,2,8385.92
1613,826,343,7,30001.23
1614,2818,125,10,40963.3
1615,1756,250,7,10674.51
1616,720,332,7,5035.73
1617,1962,5,5,8297.25
1618,811,71,7,30736.23
1619,2128,244,4,1488.6
1620,640,198,5,1648.25
1621,2927,325,7,29718.15
1622,2211,139,1,405.65
1623,1259,245,7,28199.85
1624,2788,140,6,8497.56
1625,2365,97,8,9015.12
1626,557,486,4,18429.08
1627,373,389,1,1956.99
1628,1838,174,4,10192.56
1629,897,325,7,29718.15
1630,2441,147,2,1132.72
1631,2989,54,6,13545.54
1632,1045,472,7,10777.69
1633,109,408,8,31657.2
1634,1545,437,4,9871.4
1635,1111,164,2,8110.32
1636,1118,158,1,3873.54
1637,422,372,10,2525.3
1638,1219,493,4,8394.28
1639,1685,340,10,19952.0
1640,993,142,10,24192.5
1641,2018,356,5,11360.0
1642,2323,329,10,4180.3
1643,1612,6,1,2829.86
1644,1478,266,2,7807.54
1645,60,154,4,18159.0
1646,1935,440,3,9343.35
1647,1037,34,7,17773.07
1648,2499,285,8,30417.36
1649,2740,465,7,22667.4
1650,346,438,10,3187.9
1651,1281,322,8,22824.0
1652,827,193,10,37738.3
1653,1293,54,2,4515.18
1654,1563,99,9,26155.98
1655,1453,193,10,37738.3
1656,854,371,6,12539.58
1657,1756,40,5,7691.4
1658,2194,385,7,25640.09
1659,1570,277,2,6044.96
1660,2445,158,5,19367.7
1661,1399,195,8,10701.84
1662,2665,253,2,7910.08
1663,2209,99,3,8718.66
1664,370,427,1,1829.68
1665,2665,422,9,39634.92
1666,1668,317,4,10380.28
1667,1522,179,2,5093.56
1668,379,359,3,11930.34
1669,1494,71,10,43908.9
1670,1006,426,2,5477.96
1671,2896,429,6,27484.62
1672,2190,364,9,972.36
1673,638,62,9,20693.07
1674,1312,254,10,25955.2
1675,1527,253,10,39550.4
1676,106,47,1,4983.0
1677,2049,234,6,1008.84
1678,1376,105,2,1414.98
1679,1785,489,10,11422.3
1680,398,87,4,2651.44
1681,2003,45,10,34047.1
1682,647,75,9,4324.68
1683,203,388,9,23056.11
1684,2837,125,3,12288.99
1685,979,400,5,5686.4
1686,798,254,2,5191.04
1687,184,96,10,5952.9
1688,2099,499,1,130.42
1689,2371,64,9,40796.91
1690,718,61,1,2119.48
1691,2627,262,5,3946.0
1692,885,101,3,9989.04
1693,2057,109,1,3754.0
1694,1441,39,2,2594.04
1695,1549,200,8,26875.92
1696,2121,270,2,3229.88
1697,267,329,10,4180.3
1698,2978,369,6,26027.22
1699,510,50,1,2588.0
1700,314,443,10,24478.0
1701,1116,152,3,10109.46
1702,1468,149,9,35330.85
1703,1964,236,3,9082.89
1704,2128,152,1,3369.82
1705,1113,457,4,2818.84
1706,692,235,9,6513.75
1707,2225,346,9,29690.55
1708,2493,375,3,6685.65
1709,2817,262,8,6313.6
1710,1606,366,1,4461.61
1711,1499,340,1,1995.2
1712,2936,35,5,24008.75
1713,2769,449,9,14176.98
1714,732,405,1,2746.2
1715,1625,276,6,4776.54
1716,2572,264,6,25711.26
1717,2365,370,7,2998.66
1718,1764,204,5,4748.85
1719,683,399,2,9949.86
1720,1018,61,9,19075.32
1721,2941,339,1,2924.92
1722,884,94,6,19538.52
1723,2423,265,8,35767.04
1724,2231,169,4,17224.8
1725,2797,421,1,3699.73
1726,1955,31,8,6208.72
1727,390,340,3,5985.6
1728,45,383,4,8111.16
1729,2249,395,6,23379.24
1730,2826,101,1,3329.68
1731,561,82,6,22913.82
1732,2703,219,3,8808.15
1733,1324,362,10,19375.0
1734,94,315,8,30844.24
1735,2801,175,2,8681.84
1736,2333,356,3,6816.0
1737,2672,389,4,7827.96
1738,64,131,2,9329.24
1739,2394,143,3,2134.41
1740,1331,168,8,26009.6
1741,1239,248,6,25822.2
1742,2439,460,2,6705.52
1743,1161,67,6,22811.82
1744,2881,480,3,929.46
1745,1907,46,5,15433.55
1746,931,485,6,20501.4
1747,926,378,3,5079.99
1748,2484,339,9,26324.28
1749,500,477,1,3365.97
1750,1029,358,2,7259.36
1751,2513,489,10,11422.3
1752,1924,287,7,5535.74
1753,824,40,9,13844.52
1754,2519,245,6,24171.3
1755,549,195,2,2675.46
1756,1050,169,5,21531.0
1757,538,114,3,13490.82
1758,1736,65,3,3652.23
1759,1210,187,1,4760.98
1760,1898,174,10,25481.4
1761,1756,475,1,1320.19
1762,884,452,1,1054.27
1763,355,371,2,4179.86
1764,1046,288,10,34503.4
1765,2639,443,2,4895.6
1766,599,11,9,10637.82
1767,1581,23,7,7598.71
1768,335,296,7,30576.84
1769,2860,239,7,30772.84
1770,247,87,10,6628.6
1771,1713,476,3,1603.05
1772,2030,40,1,1538.28
1773,2294,453,4,10459.52
1774,1908,136,10,18251.4
1775,330,237,1,3572.22
1776,1741,432,1,4965.65
1777,2411,203,7,22026.55
1778,2261,106,7,20714.47
1779,2349,292,7,14628.67
1780,2671,339,6,17549.52
1781,2351,471,9,34615.71
1782,337,89,5,21290.3
1783,1570,51,10,4442.1
1784,2666,209,1,2460.44
1785,418,27,10,43735.6
1786,798,146,4,14695.44
1787,1074,140,3,4248.78
1788,2220,93,8,21712.32
1789,1438,224,1,747.68
1790,748,88,2,9838.08
1791,805,150,4,4233.84
1792,863,49,9,9037.08
1793,667,316,7,32866.68
1794,1310,64,7,31730.93
1795,376,34,3,7617.03
1796,2667,469,9,13079.97
1797,817,200,8,26875.92
1798,491,157,9,5596.56
1799,2153,20,9,34655.31
1800,1609,379,2,1485.36
1801,2076,32,9,12234.15
1802,2744,283,9,34555.23
1803,2283,237,2,7144.44
1804,1093,278,6,24609.96
1805,343,340,10,19952.0
1806,408,140,8,11330.08
1807,1405,380,8,21954.08
1808,1905,179,7,17827.46
1809,1712,450,5,4069.45
1810,1882,475,8,10561.52
1811,625,435,5,9423.05
1812,2455,135,2,8257.7
1813,2503,29,1,2457.33
1814,1047,413,3,6262.62
1815,1108,199,4,5483.72
1816,1622,252,1,4966.14
1817,280,251,10,32740.8
1818,191,339,4,11699.68
1819,2003,106,3,8877.63
1820,1868,85,3,13588.08
1821,2382,489,5,5711.15
1822,1001,20,7,26954.13
1823,2321,142,9,21773.25
1824,688,124,3,12626.04
1825,313,9,6,27299.94
1826,2743,499,2,260.84
1827,1559,37,8,16787.28
1828,1150,170,8,15236.64
1829,541,415,6,3011.64
1830,2456,410,6,26200.68
1831,1194,291,1,2240.27
1832,925,172,10,41714.3
1833,1963,136,6,10950.84
1834,774,237,1,3572.22
1835,120,490,9,43116.12
1836,362,3,1,2722.04
1837,2184,331,1,3919.74
1838,1055,180,8,34745.12
1839,305,459,5,19514.1
1840,85,339,8,23399.36
1841,2339,474,6,29639.1
1842,1560,188,3,11399.34
1843,416,213,10,44675.5
1844,2240,433,4,7442.32
1845,2777,328,9,9091.35
1846,243,326,8,16140.16
1847,2595,311,6,4154.34
1848,2112,40,4,6153.12
1849,57,43,7,12893.51
1850,2520,373,6,5515.62
1851,1202,382,8,17890.16
1852,2974,323,4,5426.76
1853,2382,196,7,28484.4
1854,287,299,7,16242.8
1855,2991,235,1,723.75
1856,2866,148,5,16894.4
1857,1756,314,7,32194.4
1858,2139,209,2,4920.88
1859,1192,359,1,3976.78
1860,1078,161,1,4930.71
1861,1636,128,3,13283.16
1862,2549,463,9,4220.82
1863,2105,102,8,7813.2
1864,2114,115,2,4476.06
1865,162,233,4,17922.92
1866,1732,230,3,4212.39
1867,2825,88,9,44271.36
1868,2354,395,8,31172.32
1869,1538,279,1,4763.63
1870,272,358,3,10889.04
1871,1894,129,6,2847.06
1872,1270,407,3,1692.45
1873,2454,75,8,3844.16
1874,2633,271,10,24880.5
1875,2015,229,9,34392.24
1876,2578,357,9,7518.51
1877,1608,34,9,22851.09
1878,2895,62,9,20693.07
1879,2594,125,4,16385.32
1880,2704,222,5,3520.75
1881,2529,178,5,20964.8
1882,1840,7,4,3084.76
1883,238,171,1,2048.88
1884,1789,231,3,3054.06
1885,2370,292,7,14628.67
1886,1017,436,3,1896.42
1887,270,154,4,18159.0
1888,1548,281,4,11741.2
1889,2658,353,2,1138.7
1890,19,70,10,26163.9
1891,711,202,8,37797.44
1892,1479,46,1,3086.71
1893,2438,338,2,7680.5
1894,2619,231,4,4072.08
1895,2275,44,5,1285.65
1896,2018,424,1,3623.29
1897,1592,171,4,8195.52
1898,1763,386,4,3924.92
1899,2961,65,10,12174.1
1900,2518,301,10,47443.4
1901,1833,307,1,2174.78
1902,906,313,8,27922.16
1903,1153,228,10,32009.3
1904,419,404,6,964.98
1905,1799,486,6,27643.62
1906,539,479,10,4545.8
1907,2251,11,5,5909.9
1908,1209,328,5,5050.75
1909,114,280,1,3324.73
1910,1575,190,3,6636.27
1911,1924,135,2,8257.7
1912,1724,354,5,5045.2
1913,317,297,1,2175.74
1914,2249,212,2,4500.7
1915,170,401,7,24290.77
1916,998,372,3,757.59
1917,1817,342,3,8053.38
1918,1961,83,1,914.53
1919,486,447,1,225.95
1920,1502,4,1,4171.09
1921,2049,329,5,2090.15
1922,1061,409,2,906.06
1923,335,44,9,2314.17
1924,2662,320,3,11185.92
1925,2941,278,5,20508.3
1926,1993,112,1,104.2
1927,250,110,2,8103.3
1928,2128,448,6,7450.44
1929,1726,73,4,9767.12
1930,629,113,9,33645.69
1931,1788,356,5,11360.0
1932,90,195,3,4013.19
1933,692,202,9,42522.12
1934,2364,157,6,3731.04
1935,2007,455,2,6685.8
1936,133,483,2,9977.44
1937,1780,380,10,27442.6
1938,971,470,5,23990.2
1939,697,237,10,35722.2
1940,1803,138,6,27850.5
1941,1094,23,3,3256.59
1942,2369,373,1,919.27
1943,902,379,8,5941.44
1944,1518,499,6,782.52
1945,2228,392,4,7643.76
1946,2615,248,6,25822.2
1947,1302,406,6,24647.28
1948,2740,429,9,41226.93
1949,1222,32,8,10874.8
1950,571,358,10,36296.8
1951,271,332,2,1438.78
1952,1996,87,5,3314.3
1953,1542,407,10,5641.5
1954,52,98,5,19087.3
1955,436,38,10,19858.7
1956,839,483,8,39909.76
1957,1538,423,10,30641.2
1958,795,179,7,17827.46
1959,789,434,2,9221.1
1960,1282,211,3,13676.58
1961,1093,469,5,7266.65
1962,1131,242,6,13846.32
1963,666,78,5,1997.35
1964,1341,288,5,17251.7
1965,1896,466,9,38824.29
1966,2007,151,9,30199.05
1967,1121,229,8,30570.88
1968,1501,380,3,8232.78
1969,2214,495,1,2399.71
1970,2501,466,8,34510.48
1971,1198,35,8,38414.0
1972,199,121,2,107.0
1973,1862,465,5,16191.0
1974,2109,267,9,41874.66
1975,1119,61,5,10597.4
1976,1488,173,2,9924.34
